theater,title,director,year,theater_film_link,dates,letterboxd_url,letterboxd_rating,letterboxd_viewers
Cineteca Madrid,¿Quién engañó a Roger Rabbit?,Robert Zemeckis,1988,https://www.cinetecamadrid.com/programacion/quien-engano-roger-rabbit-0,['2025-01-50 18:00'],https://letterboxd.com/film/who-framed-roger-rabbit/,4.0,610000.0
Cine doré,Todo Modo,Elio Petri,1976,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4710,['2025-01-14 17:30'],https://letterboxd.com/film/one-way-or-another/,3.9,4700.0
Cineteca Madrid,Eduardo Manostijeras,Tim Burton,1990,https://www.cinetecamadrid.com/programacion/eduardo-manostijeras,[],https://letterboxd.com/film/edward-scissorhands/,3.9,1900000.0
Cine doré,Adua e le compagne,Antonio Pietrangeli,1960,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4737,"['2025-01-08 19:30', '2025-01-28 20:30']",https://letterboxd.com/film/adua-and-her-friends/,3.9,2100.0
Cineteca Madrid,Shin Godzilla,"Hideaki Anno, Shinji Higuchi",2016,https://www.cinetecamadrid.com/programacion/shin-godzilla,['2025-01-12 20:00'],https://letterboxd.com/film/shin-godzilla-orthochromatic/,3.9,199000.0
Cine doré,The Outlaw Josey Wales,Clint Eastwood,1976,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4741,['2025-01-31 17:30'],https://letterboxd.com/film/the-outlaw-josey-wales/,3.9,70000.0
Cine doré,The Lady from Shanghai,Orson Welles,1947,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4697,"['2025-01-08 20:30', '2025-01-26 17:30']",https://letterboxd.com/film/the-lady-from-shanghai/,3.9,71000.0
Cine doré,Nosferatu,F.W. Murnau,1922,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4740,['2025-01-30 21:00'],https://letterboxd.com/film/nosferatu/,3.9,406000.0
Cineteca Madrid,Batman: La LEGO película,Chris McKay,2017,https://www.cinetecamadrid.com/programacion/batman-la-lego-pelicula,['2025-01-19 12:00'],https://letterboxd.com/film/the-lego-batman-movie/,3.9,906000.0
Cineteca Madrid,"Corre, Lola, corre",Tom Tykwer,1998,https://www.cinetecamadrid.com/programacion/corre-lola-corre,['2025-01-40 20:30'],https://letterboxd.com/film/run-lola-run/,3.8,280000.0
Cineteca Madrid,Las hermanas alemanas,Margarethe von Trotta,1981,https://www.cinetecamadrid.com/programacion/las-hermanas-alemanas,['2025-01-30 20:30'],https://letterboxd.com/film/marianne-and-juliane/,3.8,5300.0
Cineteca Madrid,Las horas del verano,Olivier Assayas,2008,https://www.cinetecamadrid.com/programacion/las-horas-del-verano,['2025-01-70 19:30'],https://letterboxd.com/film/summer-hours/,3.8,13000.0
Cine doré,Klute,Alan J. Pakula,1971,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4694,['2025-01-07 20:30'],https://letterboxd.com/film/klute/,3.8,77000.0
Cine doré,True Grit,Joel y Ethan Coen,2010,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4733,['2025-01-25 17:30'],https://letterboxd.com/film/true-grit-2010/,3.8,460000.0
Cineteca Madrid,La LEGO película,"Phil Lord, Christopher Miller",2014,https://www.cinetecamadrid.com/programacion/la-lego-pelicula,['2025-01-12 12:00'],https://letterboxd.com/film/the-lego-movie/,3.8,1600000.0
Cine doré,Nosferatu: Phantom der Nacht,Werner Herzog,1979,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4716,['2025-01-16 21:00'],https://letterboxd.com/film/nosferatu-the-vampyre/,3.8,147000.0
Cine doré,You Are On Indian Land,"Michael Kanentakeron Mitchell, Mort Ransen",1969,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4713,['2025-01-15 19:00'],https://letterboxd.com/film/you-are-on-indian-land/,3.7,877.0
Cine doré,Murder by contract,Irving Lerner,1958,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4706,"['2025-01-11 21:00', '2025-01-30 17:30']",https://letterboxd.com/film/murder-by-contract/,3.7,11000.0
Cine doré,Little Big Man,Arthur Penn,1970,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4692,['2025-01-05 19:00'],https://letterboxd.com/film/little-big-man/,3.7,26000.0
Cine doré,Hombre,Martin Ritt,1967,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4719,['2025-01-17 21:00'],https://letterboxd.com/film/hombre/,3.7,9300.0
Cineteca Madrid,Cristal oscuro,"Jim Henson, Frank Oz",1982,https://www.cinetecamadrid.com/programacion/cristal-oscuro-0,['2025-01-40 18:00'],https://letterboxd.com/film/the-dark-crystal/,3.7,143000.0
Cineteca Madrid,Arquitectura emocional 1959,León Siminiani,2022,https://www.cinetecamadrid.com/programacion/arquitectura-emocional-1959,['2025-01-23 19:00'],https://letterboxd.com/film/emotional-architecture-1959/,3.7,1600.0
Cine doré,Shane,George Stevens,1953,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4720,['2025-01-18 17:30'],https://letterboxd.com/film/shane/,3.7,52000.0
Cine doré,Hombre,Martin Ritt,1967,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4739,['2025-01-30 19:30'],https://letterboxd.com/film/hombre/,3.7,9300.0
Cineteca Madrid,Un viaje alucinante al fondo de la mente,Ken Russell,1980,https://www.cinetecamadrid.com/programacion/un-viaje-alucinante-al-fondo-de-la-mente,['2025-01-18 19:00'],https://letterboxd.com/film/altered-states/,3.7,76000.0
Cineteca Madrid,Las novias del sur,Elena López Riera,2024,https://www.cinetecamadrid.com/programacion/las-novias-del-sur,['2025-01-80 20:30'],https://letterboxd.com/film/southern-brides/,3.7,715.0
Cine doré,Te doy mis ojos,Iciar Bollain,2003,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4725,"['2025-01-19 21:00', '2025-01-28 17:30']",https://letterboxd.com/film/take-my-eyes/,3.7,9400.0
Cineteca Madrid,Estudio de modelos,Jacques Demy,1969,https://www.cinetecamadrid.com/programacion/estudio-de-modelos,['2025-01-14 20:00'],https://letterboxd.com/film/model-shop/,3.6,8900.0
Cineteca Madrid,La Sapienza,Eugène Green,2014,https://www.cinetecamadrid.com/programacion/la-sapienza,['2025-01-28 20:00'],https://letterboxd.com/film/la-sapienza/,3.6,2600.0
Cine doré,También la lluvia,Iciar Bollain,2010,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4711,"['2025-01-14 20:30', '2025-01-26 21:00']",https://letterboxd.com/film/even-the-rain/,3.6,18000.0
Cine doré,The Whole Town's Talking,John Ford,1935,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4723,"['2025-01-19 17:30', '2025-01-29 17:30']",https://letterboxd.com/film/the-whole-towns-talking/,3.6,5600.0
Cine doré,Twentieth Century,Howard Hawks,1934,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4690,"['2025-01-04 21:00', '2025-01-22 21:00']",https://letterboxd.com/film/twentieth-century/,3.6,13000.0
Cine doré,True Grit,Henry Hathaway,1969,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4704,['2025-01-11 17:30'],https://letterboxd.com/film/true-grit/,3.6,41000.0
Cineteca Madrid,Martyrs,Pascal Laugier,2008,https://www.cinetecamadrid.com/programacion/martyrs,['2025-01-11 19:00'],https://letterboxd.com/film/martyrs/,3.6,238000.0
Cineteca Madrid,What Did You Eat Yesterday?,Kazuhito Nakae,2021,https://www.cinetecamadrid.com/programacion/what-did-you-eat-yesterday,['2025-01-10 18:00'],https://letterboxd.com/film/what-did-you-eat-yesterday/,3.6,979.0
Cine doré,Man’s Castle,Frank Borzage,1933,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4684,['2025-01-02 21:00'],https://letterboxd.com/film/mans-castle/,3.6,3500.0
Cine doré,The Exiles,Kent MacKenzie,1961,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4730,['2025-01-24 17:30'],https://letterboxd.com/film/the-exiles/,3.5,4600.0
Cine doré,Soldier Blue,Ralph Nelson,1970,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4686,['2025-01-03 19:00'],https://letterboxd.com/film/soldier-blue/,3.5,3900.0
Cineteca Madrid,Bodegón con fantasmas,Enrique Buleo,2024,https://www.cinetecamadrid.com/programacion/bodegon-con-fantasmas,"['2025-01-21 20:00', '2025-01-22 18:00']",https://letterboxd.com/film/still-life-with-ghosts/,3.5,569.0
Cine doré,"¿Hola, estás sola?",Iciar Bollain,1995,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4687,"['2025-01-03 21:00', '2025-01-16 19:30']",https://letterboxd.com/film/hi-are-you-alone/,3.5,1700.0
Cineteca Madrid,Tokyo Ride,"Ila Bêka, Louise Lemoine",2020,https://www.cinetecamadrid.com/programacion/tokyo-ride,['2025-01-14 19:30'],https://letterboxd.com/film/tokyo-ride/,3.5,345.0
Cine doré,2 ou 3 choses que je sais d’elle,Jean-Luc Godard,1967,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4703,"['2025-01-10 21:00', '2025-01-23 17:30']",https://letterboxd.com/film/2-or-3-things-i-know-about-her/,3.5,33000.0
Cine doré,El abuelo,José Luis Garci,1998,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4732,['2025-01-24 20:00'],https://letterboxd.com/film/the-grandfather/,3.5,1200.0
Cine doré,Shadow of the Vampire, E. Elias Merhige,2000,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4705,['2025-01-11 19:30'],https://letterboxd.com/film/shadow-of-the-vampire/,3.5,51000.0
Cine doré,Giorni d’amore,Giuseppe de Santis y Leopoldo Savona,1954,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4702,['2025-01-10 19:30'],https://letterboxd.com/film/days-of-love-1954/,3.4,302.0
Cineteca Madrid,Der traumhafte Weg,Angela Schanelec,2016,https://www.cinetecamadrid.com/programacion/der-traumhafte-weg,[],https://letterboxd.com/film/the-dreamed-path/,3.4,2200.0
Cine doré,La donna della domenica,Luigi Comencini,1975,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4693,['2025-01-07 17:30'],https://letterboxd.com/film/the-sunday-woman/,3.4,2400.0
Cine doré,The Yearling,Clarence Brown,1946,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4688,['2025-01-04 17:30'],https://letterboxd.com/film/the-yearling/,3.3,4700.0
Cine doré,El olivo,Iciar Bollain,2016,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4712,['2025-01-15 17:30'],https://letterboxd.com/film/the-olive-tree/,3.3,5300.0
Cine doré,Flores de otro mundo,Iciar Bollain,1999,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4718,"['2025-01-09 17:30', '2025-01-17 19:30']",https://letterboxd.com/film/flowers-from-another-world/,3.3,1100.0
Cine doré,Buffalo Bill and the Indians,"or Sitting Bull's History Lesson, Robert Altman",1976,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4724,"['2025-01-08 17:30', '2025-01-19 19:30']",https://letterboxd.com/film/buffalo-bill-and-the-indians-or-sitting-bulls-history-lesson/,3.3,7400.0
Cine doré,Mataharis,Iciar Bollain,2007,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4721,"['2025-01-18 19:30', '2025-01-29 19:30']",https://letterboxd.com/film/mataharis/,3.3,710.0
Cine doré,Tell Them Willie Boy is Here,Abraham Polonsky,1969,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4715,['2025-01-16 17:30'],https://letterboxd.com/film/tell-them-willie-boy-is-here/,3.2,1800.0
Cine doré,Gun Fury,Raoul Walsh,1953,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4701,['2025-01-10 17:30'],https://letterboxd.com/film/gun-fury/,3.2,1100.0
Cineteca Madrid,The Human Hibernation,Anna Cornudella,2024,https://www.cinetecamadrid.com/programacion/human-hibernation-0,"['2025-01-10 20:30', '2025-01-11 18:30', '2025-01-12 19:30']",https://letterboxd.com/film/the-human-hibernation/,3.2,905.0
Cine doré,Billy Jack,Tom Laughlin,1971,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4700,"['2025-01-09 20:30', '2025-01-22 19:30']",https://letterboxd.com/film/billy-jack/,3.1,5100.0
Cineteca Madrid,Legend,Ridley Scott,1985,https://www.cinetecamadrid.com/programacion/legend,[],https://letterboxd.com/film/legend/,3.1,97000.0
Cineteca Madrid,La LEGO Ninjago película,"Charlie Bean, Paul Fisher, Bob Logan",2017,https://www.cinetecamadrid.com/programacion/la-lego-ninjago-pelicula,['2025-01-26 12:00'],https://letterboxd.com/film/the-lego-ninjago-movie/,3.0,91000.0
Cine doré,Marcello Mio,Christophe Honoré,2024,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4743,['2025-01-31 20:30'],https://letterboxd.com/film/marcello-mio/,2.9,6600.0
Cineteca Madrid,El vecindario,David Marmor,2019,https://www.cinetecamadrid.com/programacion/el-vecindario,['2025-01-17 20:00'],https://letterboxd.com/film/1br/,2.8,33000.0
Cineteca Madrid,Love Is Hard for Otaku,Yûichi Fukuda,2020,https://www.cinetecamadrid.com/programacion/love-hard-otaku,['2025-01-90 20:00'],https://letterboxd.com/film/wotakoi-love-is-hard-for-otaku/,2.6,3400.0
Cineteca Madrid,Almost a Miracle,Yûya Ishii,2019,https://www.cinetecamadrid.com/programacion/almost-miracle,['2025-01-80 20:00'],https://letterboxd.com/film/the-world-of-machida-kun/,,228.0
Cineteca Madrid,Big Ears Listen With Feet,"Ila Bêka, Louise Lemoine",2022,https://www.cinetecamadrid.com/programacion/big-ears-listen-feet,['2025-01-15 19:30'],https://letterboxd.com/film/big-ears-listen-with-feet/,,41.0
Cineteca Madrid,Brakhage x Velascovel,Stan Brakhage,,https://www.cinetecamadrid.com/programacion/brakhage-x-velascovel,['2025-01-25 19:00'],,,
Cineteca Madrid,From My Cold Dead Hands,Javier Horcajada Fontecha,2024,https://www.cinetecamadrid.com/programacion/my-cold-dead-hands-0,"['2025-01-17 20:30', '2025-01-19 19:30', '2025-01-21 19:30']",https://letterboxd.com/film/from-my-cold-dead-hands/,,110.0
Cineteca Madrid,"Hedy Crilla, maestra de actores",Luciana Murujosa,2023,https://www.cinetecamadrid.com/programacion/hedy-crilla-maestra-de-actores,['2025-01-18 20:30'],https://letterboxd.com/film/hedy-crilla-maestra-de-actores/,,68.0
Cineteca Madrid,Hormigas perplejas,Mercedes Moncada Rodríguez,2023,https://www.cinetecamadrid.com/programacion/hormigas-perplejas,['2025-01-10 19:30'],https://letterboxd.com/film/perplexed-ants/,,13.0
Cineteca Madrid,Ishiro Honda: Memoirs of a Film Director,Jonathan Bellés,2024,https://www.cinetecamadrid.com/programacion/ishiro-honda-memoirs-film-director,"['2025-01-11 20:30', '2025-01-12 19:00']",,,
Cineteca Madrid,Koolhaas Houselife,"Ila Bêka, Louise Lemoine",2013,https://www.cinetecamadrid.com/programacion/koolhaas-houselife,['2025-01-28 19:30'],,,
Cineteca Madrid,Los restos del pasar,"Luis (Soto) Muñoz, Alfredo Picazo",2023,https://www.cinetecamadrid.com/programacion/los-restos-del-pasar,"['2025-01-24 20:30', '2025-01-25 20:00', '2025-01-26 20:00']",https://letterboxd.com/film/the-trail-left-by-time/,,262.0
Cineteca Madrid,Miocardio,José Manuel Carrasco,2024,https://www.cinetecamadrid.com/programacion/miocardio,['2025-01-22 20:00'],,,
Cineteca Madrid,Mitología de barrio,"Alejandro Pérez Castellanos, Antonio Llamas, Jorge Rojas (espírituescalera)",2024,https://www.cinetecamadrid.com/programacion/mitologia-de-barrio-0,"['2025-01-30 20:30', '2025-01-31 20:30']",https://letterboxd.com/film/a-suburban-mythology/,,170.0
Cineteca Madrid,Más allá del silencio,Caroline Link,1996,https://www.cinetecamadrid.com/programacion/mas-alla-del-silencio,['2025-01-50 20:30'],,,
Cineteca Madrid,New Madrid + La casa de Julio Iglesias,Natalia Marín,,https://www.cinetecamadrid.com/programacion/new-madrid-la-casa-de-julio-iglesias,['2025-01-30 19:00'],,,
Cineteca Madrid,Objeto de estudio,Raúl Alaejos,2024,https://www.cinetecamadrid.com/programacion/objeto-de-estudio-0,"['2025-01-31 20:00', '2025-01-10 20:00', '2025-01-20 19:30']",https://letterboxd.com/film/object-of-study/,,39.0
Cineteca Madrid,Pecoross’ Mother And Her Days,Azuma Morisaki,2013,https://www.cinetecamadrid.com/programacion/pecoross-mother-and-her-days,['2025-01-70 20:00'],https://letterboxd.com/film/pecoross-mother-and-her-days/,,219.0
Cineteca Madrid,Saturno,Daniel Tornero,2024,https://www.cinetecamadrid.com/programacion/saturno,"['2025-01-17 20:00', '2025-01-18 18:00', '2025-01-19 20:30']",https://letterboxd.com/film/saturno-2024/,,120.0
Cineteca Madrid,The Dawn of Kaiju Eiga,Jonathan Bellés,2019,https://www.cinetecamadrid.com/programacion/dawn-kaiju-eiga,['2025-01-10 19:00'],https://letterboxd.com/film/the-dawn-of-kaiju-eiga/,,86.0
Cineteca Madrid,The Sense of Tuning,"Ila Bêka, Louise Lemoine",2024,https://www.cinetecamadrid.com/programacion/sense-tuning,['2025-01-16 19:30'],,,
Cineteca Madrid,[On set with] Lilly Reich,Avelina Prat,2022,https://www.cinetecamadrid.com/programacion/set-lilly-reich,['2025-01-90 20:30'],https://letterboxd.com/film/on-set-with-lilly-reich/,,2.0
Cine doré,Cold Journey,Martin Defalco,1975,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4682,"['2025-01-02 17:30', '2025-01-21 20:30']",https://letterboxd.com/film/cold-journey/,,39.0
Cine doré,Cronache di poveri amanti,Carlo Lizzani,1957,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4685,['2025-01-03 17:30'],,,
Cine doré,El abuelo,José Buchs,1925,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4735,['2025-01-25 20:30'],https://letterboxd.com/film/the-grandfather-1925/,,38.0
Cine doré,La fortuna di essere donna,Alessandro Blasetti,1955,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4699,['2025-01-09 19:30'],,,
Cine doré,Mediometrajes de Paul Espinosa,,,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4731,['2025-01-24 19:00'],,,
Cine doré,Mientras haya luz,Felipe Vega,1987,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4742,"['2025-01-22 17:30', '2025-01-31 19:30']",https://letterboxd.com/film/mientras-haya-luz/,,48.0
Cine doré,Mujeres barbudas castizas,,,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4738,['2025-01-29 20:00'],,,
Cine doré,Paolo Taviani,Vitto Taviani,1973,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4691,['2025-01-05 17:30'],,,
Cine doré,Para que no me olvides,Patricia Ferreira,2005,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4717,['2025-01-17 17:30'],https://letterboxd.com/film/something-to-remember-me-by/,,152.0
Cine doré,Segunda República Española,,,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4728,['2025-01-23 19:00'],,,
Cine doré,Singing Our Way to Freedom,Paul Espinosa,2018,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4729,['2025-01-23 20:30'],https://letterboxd.com/film/singing-our-way-to-freedom/,,12.0
Cine doré,The Border,Paul Espinosa,2000,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4734,['2025-01-25 19:00'],https://letterboxd.com/film/the-border-2000/,,0.0
Cine doré,The Lemon Grove Incident,Paul Espinosa,1986,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4736,['2025-01-26 19:00'],,,
Cineteca Madrid,Programa 1,Varios/as autores/as,,https://www.cinetecamadrid.com/programacion/programa-1-0,['2025-01-21 20:00'],,,
Cineteca Madrid,Programa 2,Varios/as autores/as,,https://www.cinetecamadrid.com/programacion/programa-2-0,['2025-01-22 20:00'],,,
Cineteca Madrid,Programa 3,Varios/as autores/as,,https://www.cinetecamadrid.com/programacion/programa-3-0,['2025-01-23 20:00'],,,
