theater,title,director,year,theater_film_link,dates,letterboxd_url,letterboxd_rating,letterboxd_viewers
Cineteca Madrid,People I Could Have Been and Maybe Am,Boris Gerrets,2010,https://www.cinetecamadrid.com/programacion/people-i-could-have-been-and-maybe-am,['2025-03-08 18:59'],https://letterboxd.com/film/people-i-could-have-been-and-maybe-am/,,157.0
Cine doré,Río abajo,José Luis Borau,1984,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4807,"['2025-03-05 21:00', '2025-03-18 20:30']",https://letterboxd.com/film/on-the-line-1984/,,94.0
Cine doré,Sesión Christa Eka Assam,,,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4848,['2025-03-25 20:30'],,,
Cineteca Madrid,Sesión de cortometrajes,Varios/as autores/as,,https://www.cinetecamadrid.com/programacion/sesion-de-cortometrajes-8,['2025-03-29 19:00'],,,
Cineteca Madrid,Sesión de cortometrajes de Alain Resnais,Alain Resnais,,https://www.cinetecamadrid.com/programacion/sesion-de-cortometrajes-de-alain-resnais,['2025-03-27 20:00'],,,
Cine doré,Shree 420,Raj Kapoor,1950,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4815,['2025-03-08 19:00'],,,
Cineteca Madrid,Sobreviure a l'incendi: El documental de ZOO,Josep Pitarch Garrido,2024,https://www.cinetecamadrid.com/programacion/sobreviure-lincendi-el-documental-de-zoo,"['2025-03-02 20:00', '2025-03-04 20:00']",,,
Cineteca Madrid,Ta Acorda Ba Tu El Filipinas?,Sally Gutiérrez,2017,https://www.cinetecamadrid.com/programacion/ta-acorda-ba-tu-el-filipinas,['2025-03-04 20:30'],,,
Cine doré,Tata mía,José Luis Borau,1986,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4763,['2025-03-06 19:00'],https://letterboxd.com/film/tata-mia/,,118.0
Cineteca Madrid,"Temas, variaciones, continuidades: El cine de Germaine Dulac y Marcelle Thirache","Germaine Dulac, Marcelle Thirache",,https://www.cinetecamadrid.com/programacion/temas-variaciones-continuidades-el-cine-de-germaine-dulac-y-marcelle-thirache,['2025-03-19 19:00'],,,
Cineteca Madrid,Tierra baja,Miguel Santesmases,2024,https://www.cinetecamadrid.com/programacion/tierra-baja,"['2025-03-14 18:00', '2025-03-15 20:30']",https://letterboxd.com/film/murder-trial-the-killing-of-dr-brenda-page/,,25.0
Cineteca Madrid,Un baño propio,Lucía Casañ Rodríguez,2023,https://www.cinetecamadrid.com/programacion/un-bano-propio-0,"['2025-03-07 20:30', '2025-03-08 20:00', '2025-03-09 20:00']",,,
Cineteca Madrid,Videoartistas contemporáneas: Susana de Sousa Dias,Susana de Sousa Dias,,https://www.cinetecamadrid.com/programacion/videoartistas-contemporaneas-susana-de-sousa-dias,['2025-03-06 19:00'],,,
Cine doré,"Vámonos, Bárbara",Cecilia Bartolomé,1978,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4851,['2025-03-27 21:00'],https://letterboxd.com/film/vamonos-barbara/,,301.0
