theater,title,director,year,theater_film_link,dates,letterboxd_url,letterboxd_rating,letterboxd_viewers
Cine doré,Calle Mayor,Juan Antonio Bardem,1956,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5092,"['2025-07-03 22:00','2025-07-23 18:00']",https://letterboxd.com/film/main-street-1956/,3.8,
Cine doré,Ensayo de un crimen,Luis Buñuel,1955,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5075,['2025-07-15 22:00'],https://letterboxd.com/film/the-criminal-life-of-archibaldo-de-la-cruz/,3.8,
Cine doré,Night Moves,Arthur Penn,1975,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5083,['2025-07-18 20:30'],https://letterboxd.com/film/night-moves/,3.8,
Cine doré,The Game,David Fincher,1997,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5055,['2025-07-05 22:00'],https://letterboxd.com/film/the-game/,3.8,
Cineteca Madrid,CinePlaza: Superestrellas 2 > Proyección: 24 Hour Party People,Michael Winterbottom,2002,https://www.cinetecamadrid.com/programacion/cineplaza-superestrellas-2-proyeccion-24-hour-party-people,['2025-07-05 22:15'],https://letterboxd.com/film/24-hour-party-people/,3.8,
Cine doré,The Snake Pit, Anatole Litvak,1948,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5068,"['2025-07-27 18:00','2025-07-11 22:00']",https://letterboxd.com/film/the-snake-pit/,3.7,
Cine doré,En construcción,,,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5095,['2025-07-24 18:00'],https://letterboxd.com/film/work-in-progress/,3.7,
Cine doré,No Maps On My Taps,George T. Nierenberg y Lynn Rogoff,1979,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5054,['2025-07-05 20:30'],https://letterboxd.com/film/no-maps-on-my-taps/,3.6,
Cine doré,Eve no jikan,Yasuhiro Yoshiura,2010,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5094,"['2025-07-31 18:00','2025-07-23 22:00']",https://letterboxd.com/film/time-of-eve-the-movie/,3.6,
Cine doré,El cielo gira,Mercedes Álvarez,2004,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5060,['2025-07-09 18:00'],https://letterboxd.com/film/the-sky-turns/,3.6,
Cine doré,Westworld,Michael Crichton,1973,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5072,['2025-07-13 18:00'],https://letterboxd.com/film/westworld/,3.5,
Cine doré,King Lear,Jean-Luc Godard,1987,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5093,"['2025-07-06 18:00','2025-07-23 20:00']",https://letterboxd.com/film/king-lear-1987/,3.5,
Cine doré,Westworld,Michael Crichton,1973,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5046,['2025-07-02 22:00'],https://letterboxd.com/film/westworld/,3.5,
Cine doré,Blues in the Night,Anatole Litvak,1941,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5091,"['2025-07-02 21:00','2025-07-20 20:30']",https://letterboxd.com/film/blues-in-the-night/,3.4,
Cine doré,Heist,David Mamet,2001,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5071,['2025-07-12 22:00'],https://letterboxd.com/film/heist/,3.3,
Cine doré,Absolute Power,Clint Eastwood,1997,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5087,['2025-07-19 22:00'],https://letterboxd.com/film/absolute-power/,3.3,
Cine doré,Small Soldiers,Joe Dante,1998,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5085,"['2025-07-05 18:00','2025-07-19 17:30']",https://letterboxd.com/film/small-soldiers/,3.3,
Cine doré,The List of Adrian Messenger,John Huston,1963,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5059,['2025-07-08 22:00'],https://letterboxd.com/film/the-list-of-adrian-messenger/,3.3,
Cine doré,Gritos en la noche,Jesús Franco,1962,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5110,"['2025-07-09 20:30','2025-07-31 22:00']",https://letterboxd.com/film/the-awful-dr-orlof/,3.2,
Cine doré,Short Circuit,John Badham,1986,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5069,['2025-07-12 18:00'],https://letterboxd.com/film/short-circuit/,3.2,
Cine doré,Hi de Ho,Joss Binney,1947,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5063,['2025-07-10 18:00'],https://letterboxd.com/film/hi-de-ho/,3.2,
Cine doré,Short Circuit,John Badham,1986,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5098,['2025-07-26 18:00'],https://letterboxd.com/film/short-circuit/,3.2,
Cine doré,Demon Seed,Donald Cammell,1977,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5050,"['2025-07-29 22:00','2025-07-04 18:00']",https://letterboxd.com/film/demon-seed/,3.1,
Cine doré,El conde Drácula,Jesús Franco,1970,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5081,['2025-07-17 22:00'],https://letterboxd.com/film/count-dracula/,2.9,
Cine doré,"Küß mich, Monster",Jesus Franco,1969,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5065,['2025-07-10 22:00'],https://letterboxd.com/film/kiss-me-monster/,2.8,
Cine doré,Anastasia,Anatole Litvak,1959,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5051,['2025-07-04 20:30'],,,
Cine doré,Cette vieille canaille,Anatole Litvak,1933,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5042,"['2025-07-10 20:00','2025-07-01 18:00']",https://letterboxd.com/film/the-old-devil/,,
Cineteca Madrid,CinePlaza: Superestrellas 2 > Cine comentado 24 de julio: Lidia García comenta El balcón de la luna,Luis Saslawsky,1962,https://www.cinetecamadrid.com/programacion/cineplaza-superestrellas-2-cine-comentado-24-de-julio-lidia-garcia-comenta-el-balcon,['2025-07-24 22:15'],,,
Cineteca Madrid,"CinePlaza: Superestrellas 2 > Concierto 17 de julio: Joe Crepúsculo, una noche quinqui",,,https://www.cinetecamadrid.com/programacion/cineplaza-superestrellas-2-concierto-17-de-julio-joe-crepusculo-una-noche-quinqui,['2025-07-17 22:15'],,,
Cineteca Madrid,CinePlaza: Superestrellas 2 > Concierto 3 de julio: Hidrogenesse: Un concierto de cine,,,https://www.cinetecamadrid.com/programacion/cineplaza-superestrellas-2-concierto-3-de-julio-hidrogenesse-un-concierto-de-cine,['2025-07-03 22:15'],,,
Cineteca Madrid,CinePlaza: Superestrellas 2 > Proyección: C.R.A.Z.Y.,Jean-Marc Vallée,2005,https://www.cinetecamadrid.com/programacion/cineplaza-superestrellas-2-proyeccion-crazy,['2025-07-12 22:15'],,,
Cineteca Madrid,CinePlaza: Superestrellas 2 > Proyección: Corazonada,Francis Ford Coppola,1981,https://www.cinetecamadrid.com/programacion/cineplaza-superestrellas-2-proyeccion-corazonada,['2025-07-11 22:15'],,,
Cineteca Madrid,CinePlaza: Superestrellas 2 > Proyección: Eden: Lost in Music,Mia Hansen-Løve,2014,https://www.cinetecamadrid.com/programacion/cineplaza-superestrellas-2-proyeccion-eden-lost-music,['2025-07-26 22:15'],,,
Cineteca Madrid,CinePlaza: Superestrellas 2 > Proyección: Grace Jones. La pantera del pop,Sophie Fiennes,2017,https://www.cinetecamadrid.com/programacion/cineplaza-superestrellas-2-proyeccion-grace-jones-la-pantera-del-pop,['2025-07-13 22:15'],,,
Cineteca Madrid,CinePlaza: Superestrellas 2 > Proyección: Principiantes,Julien Temple,1986,https://www.cinetecamadrid.com/programacion/cineplaza-superestrellas-2-proyeccion-principiantes,['2025-07-04 22:15'],,,
Cineteca Madrid,CinePlaza: Superestrellas 2 > Proyección: Sid y Nancy,Alex Cox,1986,https://www.cinetecamadrid.com/programacion/cineplaza-superestrellas-2-proyeccion-sid-y-nancy,['2025-07-18 22:15'],,,
Cineteca Madrid,CinePlaza: Superestrellas 2 > Proyección: Una mano sola no aplaude,Kavery Dutta Kaul,1991,https://www.cinetecamadrid.com/programacion/cineplaza-superestrellas-2-proyeccion-una-mano-sola-no-aplaude,['2025-07-27 22:15'],,,
Cineteca Madrid,CinePlaza: Superestrellas 2 > Proyección: Xanadu,Robert Greenwald,1980,https://www.cinetecamadrid.com/programacion/cineplaza-superestrellas-2-proyeccion-xanadu,['2025-07-25 22:15'],,,
Cine doré,Cristina Guzmán,Gonzalo Delgrás,1943,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5057,['2025-07-06 20:30'],https://letterboxd.com/film/cristina-guzman-1943/,,
Cine doré,Cristina Guzmán,Gonzalo Delgrás,1943,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5106,['2025-07-30 20:00'],https://letterboxd.com/film/cristina-guzman-1943/,,
Cine doré,De espaldas a la puerta,José María Forqué,1959,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5103,['2025-07-29 18:00'],https://letterboxd.com/film/de-espaldas-a-la-puerta/,,
Cine doré,De espaldas a la puerta,José María Forqué,1959,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5082,['2025-07-18 18:00'],https://letterboxd.com/film/de-espaldas-a-la-puerta/,,
Cine doré,Der Todesrächer von Soho,Jesus Franco,1942,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5067,['2025-07-11 20:00'],,,
Cine doré,Jivin' In Be-Bop,Leonard Anderson y Spencer Williams,1946,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5084,['2025-07-18 22:00'],https://letterboxd.com/film/jivin-in-bebop/,,
Cine doré,Jivin' In Be-Bop,Leonard Anderson y Spencer Williams,1946,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5058,['2025-07-08 18:00'],https://letterboxd.com/film/jivin-in-bebop/,,
Cine doré,Killer Diller,Josh Binney,1948,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5105,['2025-07-30 18:00'],https://letterboxd.com/film/killer-diller/,,
Cine doré,Killer Diller,Josh Binney,1948,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5080,['2025-07-17 20:00'],https://letterboxd.com/film/killer-diller/,,
Cine doré,L´Équipage,Anatole Litvak,1935,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5070,['2025-07-12 20:30'],https://letterboxd.com/film/flight-into-darkness/,,
Cine doré,L´Équipage,Anatole Litvak,1935,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5088,['2025-07-22 18:00'],https://letterboxd.com/film/flight-into-darkness/,,
Cine doré,Mi adorado Juan,Jerónimo Mihura,1950,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5102,['2025-07-27 20:30'],https://letterboxd.com/film/my-beloved-juan/,,
Cine doré,Mi adorado Juan,Jerónimo Mihura,1950,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5076,['2025-07-16 18:00'],https://letterboxd.com/film/my-beloved-juan/,,
Cine doré,Paradise in Harlem,Joseph Seiden,1939,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5048,['2025-07-03 20:30'],https://letterboxd.com/film/paradise-in-harlem/,,
Cine doré,Sepia Cinderella,Arthur Leonard,1947,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5066,['2025-07-11 18:00'],https://letterboxd.com/film/sepia-cinderella/,,
Cine doré,Sepia Cinderella,Arthur Leonard,1947,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5099,['2025-07-26 20:00'],https://letterboxd.com/film/sepia-cinderella/,,
Cine doré,Sesión de cortometrajes,,,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5074,['2025-07-15 18:00'],,,
Cine doré,Sesión de cortometrajes,,,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5109,['2025-07-31 20:30'],,,
