theater,title,director,year,theater_film_link,dates,letterboxd_url,letterboxd_rating,letterboxd_viewers
Cine doré,La vida por delante,Fernando Fernán Gómez,1958,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5029,['2025-06-25 19:30'],https://letterboxd.com/film/life-ahead/,3.6,579.0
Cine doré,War Games,John Badham,1983,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4985,['2025-06-05 20:00'],https://letterboxd.com/film/wargames/,3.5,146000.0
Cine doré,Scanners,David Cronenberg,1981,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4998,['2025-06-11 20:30'],https://letterboxd.com/film/scanners/,3.5,182000.0
Cine doré,Viet and Nam,Truong Minh Quy,2024,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5009,['2025-06-15 20:00'],https://letterboxd.com/film/viet-and-nam/,3.5,6600.0
Cine doré,Scanners,David Cronenberg,1981,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5020,['2025-06-20 20:00'],https://letterboxd.com/film/scanners/,3.5,182000.0
Cine doré,War Games,John Badham,1983,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5021,['2025-06-21 17:30'],https://letterboxd.com/film/wargames/,3.5,146000.0
Cine doré,Blue Sun Palace,Constance Tsang,2024,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4994,['2025-06-10 20:30'],https://letterboxd.com/film/blue-sun-palace/,3.5,3500.0
Cine doré,City of conquest,Anatole Litvak,1940,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5033,['2025-06-26 21:00'],https://letterboxd.com/film/city-for-conquest/,3.5,1900.0
Cine doré,#Love,Ludwig Wüst,2024,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5007,['2025-06-14 20:00'],https://letterboxd.com/film/love-2024-1/,3.5,4300.0
Cineteca Madrid,Calles de fuego,Walter Hill,1984,https://www.cinetecamadrid.com/programacion/calles-de-fuego,['2025-06-05 20:00'],https://letterboxd.com/film/streets-of-fire/,3.5,48000.0
Cine doré,City of Conquest,Anatole Litvak,1940,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4990,['2025-06-07 21:00'],https://letterboxd.com/film/city-for-conquest/,3.5,1900.0
Cine doré,Las cosas del querer,Jaime Chávarri,1989,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5039,['2025-06-28 20:30'],https://letterboxd.com/film/the-things-of-love/,3.5,790.0
Cine doré,Decision Before Dawn,Anatole Litvak,1951,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4988,['2025-06-06 20:30'],https://letterboxd.com/film/decision-before-dawn/,3.5,1700.0
Cine doré,Decision Before Dawn,Anatole Litvak,1951,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4976,['2025-06-01 17:30'],https://letterboxd.com/film/decision-before-dawn/,3.5,1700.0
Cineteca Madrid,Tres kilómetros al fin del mundo,Emanuel Parvu,2024,https://www.cinetecamadrid.com/programacion/tres-kilometros-al-fin-del-mundo,['2025-06-14 20:00'],https://letterboxd.com/film/three-kilometres-to-the-end-of-the-world/,3.4,5500.0
Cineteca Madrid,Una sombra oscilante,Celeste Rojas Mugica,2024,https://www.cinetecamadrid.com/programacion/una-sombra-oscilante,['2025-06-18 18:30'],https://letterboxd.com/film/an-oscillating-shadow/,3.4,593.0
Cine doré,The Congress,Ari Folman,2013,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4991,['2025-06-08 17:30'],https://letterboxd.com/film/the-congress-2013/,3.4,25000.0
Cineteca Madrid,Top Gun: Ídolos del aire,Tony Scott,1986,https://www.cinetecamadrid.com/programacion/top-gun-idolos-del-aire,['2025-06-15 12:00'],https://letterboxd.com/film/top-gun/,3.4,1300000.0
Cine doré,Los golfos,Carlos Saura,1960,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4983,['2025-06-05 17:30'],https://letterboxd.com/film/the-delinquents-1960/,3.4,2000.0
Cine doré,Cambio de sexo,Vicente Aranda,1977,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4993,['2025-06-10 17:30'],https://letterboxd.com/film/change-of-sex/,3.4,544.0
Cineteca Madrid,Purple Rain,Albert Magnoli,1984,https://www.cinetecamadrid.com/programacion/purple-rain,['2025-06-03 20:00'],https://letterboxd.com/film/purple-rain/,3.4,63000.0
Cineteca Madrid,Zombi Child,Bertrand Bonello,2019,https://www.cinetecamadrid.com/programacion/zombi-child,['2025-06-13 20:30'],https://letterboxd.com/film/zombi-child/,3.3,12000.0
Cineteca Madrid,La ternura de los lobos,Ulli Lommel,1973,https://www.cinetecamadrid.com/programacion/la-ternura-de-los-lobos,['2025-06-03 20:30'],https://letterboxd.com/film/tenderness-of-the-wolves/,3.3,3200.0
Cine doré,Confessions of a Nazi Spy,Anatole Litvak,1939,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5030,['2025-06-25 20:30'],https://letterboxd.com/film/confessions-of-a-nazi-spy/,3.2,1900.0
Cine doré,Hi De Ho,Joss Binney,1947,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5038,['2025-06-28 19:30'],https://letterboxd.com/film/hi-de-ho/,3.2,323.0
Cine doré,Confessions of a Nazi Spy,Anatole Litvak,1939,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5022,['2025-06-21 19:30'],https://letterboxd.com/film/confessions-of-a-nazi-spy/,3.2,1900.0
Cineteca Madrid,Rider,Ignacio Estaregui,2024,https://www.cinetecamadrid.com/programacion/rider,"['2025-06-20 20:00', '2025-06-21 20:00', '2025-06-22 19:30']",https://letterboxd.com/film/riders-2024-1/,2.9,299.0
Cine doré,Autómata,Gabe Ibañez,2014,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5034,['2025-06-27 17:30'],https://letterboxd.com/film/automata-2014/,2.8,18000.0
Cine doré,Autómata,Gabe Ibañez,2014,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4978,['2025-06-03 17:30'],https://letterboxd.com/film/automata-2014/,2.8,18000.0
Cine doré,The Last Screenwriter,Peter Luisi,2024,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5016,['2025-06-19 19:30'],https://letterboxd.com/film/the-last-screenwriter/,2.6,265.0
Cineteca Madrid,...ere erera baleibu izik subua aruaren…,José Antonio Sistiaga,1970,https://www.cinetecamadrid.com/programacion/ere-erera-baleibu-izik-subua-aruaren,['2025-06-07 18:30'],,,
Cine doré,A.I At War,Florent Marcie,2021,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4987,['2025-06-06 19:30'],,,
Cine doré,AI At War,Florent Marcie,2021,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5013,['2025-06-18 19:30'],https://letterboxd.com/film/ai-at-war/,,113.0
Cine doré,Anastasia,Anatole Litvak,1959,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5015,['2025-06-19 17:30'],,,
Cine doré,"Berlanga, fanáticamente contradictorio",José Luis Garcia Berlanga,2025,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5000,['2025-06-12 19:00'],https://letterboxd.com/film/berlanga-fanaticamente-contradictorio/,,5.0
Cineteca Madrid,Canciones de verano,Jorge Suárez Quiñones Rivas,2024,https://www.cinetecamadrid.com/programacion/canciones-de-verano,"['2025-06-27 20:00', '2025-06-28 19:00', '2025-06-29 19:30']",https://letterboxd.com/film/summer-songs/,,31.0
Cineteca Madrid,Capítulo XXII: Itinerarios del sonido II (más escuchas a la espera del autobús),,,https://www.cinetecamadrid.com/programacion/capitulo-xxii-itinerarios-del-sonido-ii-mas-escuchas-la-espera-del-autobus,['2025-06-04 19:00'],,,
Cineteca Madrid,"Cenizas y diamantes, la película de Don Cornelio y La Zona",Ricky Piterbarg,2024,https://www.cinetecamadrid.com/programacion/cenizas-y-diamantes-la-pelicula-de-don-cornelio-y-la-zona,"['2025-06-30 20:00', '2025-06-01 19:30', '2025-06-03 19:30']",https://letterboxd.com/film/cenizas-y-diamantes-la-pelicula-de-don-cornelio-y-la-zona/,,115.0
Cine doré,Coeur de lilas,Anatole Litvak,1932,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5018,['2025-06-20 17:30'],https://letterboxd.com/film/lilac/,,286.0
Cine doré,Coeur de lilas,Anatole Litvak,1932,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5041,['2025-06-29 20:00'],https://letterboxd.com/film/lilac/,,286.0
Cine doré,D.A.R.Y.L.,Simon Wincer,1985,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5032,['2025-06-26 19:30'],,,
Cine doré,D.A.R.Y.L.,Simon Wincer,1985,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4989,['2025-06-07 17:30'],,,
Cineteca Madrid,Delirio sonoro,Varios autores,,https://www.cinetecamadrid.com/programacion/delirio-sonoro,['2025-06-21 19:00'],,,
Cine doré,Der Fleck,Willy Hans,2024,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5004,['2025-06-13 20:00'],https://letterboxd.com/film/skill-issue/,,320.0
Cineteca Madrid,Disintegration Loop 1.1,William Basinski,2004,https://www.cinetecamadrid.com/programacion/disintegration-loop-11,['2025-06-28 19:00'],,,
Cineteca Madrid,Donde viven los mostruos,Spike Jonze,2009,https://www.cinetecamadrid.com/programacion/donde-viven-los-mostruos,['2025-06-22 12:00'],,,
Cine doré,Du verbe aimer,Mary Jimenez,1985,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5014,['2025-06-18 20:30'],,,
Cineteca Madrid,El año nuevo que nunca llegó,Bogdan Mureșan,2024,https://www.cinetecamadrid.com/programacion/el-ano-nuevo-que-nunca-llego,['2025-06-07 20:00'],,,
Cineteca Madrid,"El novio, la actriz y el proxeneta / Habitación 666",Varios autores,,https://www.cinetecamadrid.com/programacion/el-novio-la-actriz-y-el-proxeneta-habitacion-666,['2025-06-08 20:00'],,,
Cineteca Madrid,Esta ciudad es mágica (Sesión 1),Varios/as autores/as,,https://www.cinetecamadrid.com/programacion/esta-ciudad-es-magica-sesion-1,['2025-06-24 19:30'],,,
Cineteca Madrid,Evanescencias,Varios/as autores/as,,https://www.cinetecamadrid.com/programacion/evanescencias,['2025-06-21 20:30'],https://letterboxd.com/film/remanescencias/,,20.0
Cineteca Madrid,Gloria Fuertes,Francisco Rodríguez,2024,https://www.cinetecamadrid.com/programacion/gloria-fuertes,"['2025-06-30 18:00', '2025-06-31 18:00', '2025-06-01 18:00']",,,
Cineteca Madrid,Habitar la cultura,,,https://www.cinetecamadrid.com/programacion/habitar-la-cultura,['2025-06-13 18:00'],,,
Cineteca Madrid,Heinz Emigholz: Vibraciones:x:atracciones:x:explosiones,Heinz Emigholz,,https://www.cinetecamadrid.com/programacion/heinz-emigholz-vibracionesxatraccionesxexplosiones,['2025-06-17 19:00'],,,
Cineteca Madrid,Horia,Ana Maria Comănescu,2023,https://www.cinetecamadrid.com/programacion/horia,['2025-06-06 19:00'],https://letterboxd.com/film/horia/,,250.0
Cineteca Madrid,La sombra de los ángeles,Daniel Schmid,1976,https://www.cinetecamadrid.com/programacion/la-sombra-de-los-angeles,['2025-06-04 20:30'],,,
Cineteca Madrid,Las consecuencias de la nostalgia,,,https://www.cinetecamadrid.com/programacion/las-consecuencias-de-la-nostalgia,['2025-06-11 18:00'],,,
Cineteca Madrid,Memorias y melodías,Varios/as autores/as,,https://www.cinetecamadrid.com/programacion/memorias-y-melodias,['2025-06-19 20:30'],https://letterboxd.com/film/memories-and-melodies/,,28.0
Cine doré,Nada,Edgar Neville,1947,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4982,['2025-06-04 20:30'],https://letterboxd.com/film/nothing-1947/,,289.0
Cine doré,Nada,Edgar Neville,1947,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5008,['2025-06-15 17:30'],https://letterboxd.com/film/nothing-1947/,,289.0
Cine doré,Nie wieder Liebe,Anatole Litvak,1931,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4979,['2025-06-03 20:30'],https://letterboxd.com/film/no-more-love/,,77.0
Cine doré,Nie wieder Liebe,Anatole Litvak,1931,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5003,['2025-06-13 19:30'],https://letterboxd.com/film/no-more-love/,,77.0
Cine doré,Paradise in Harlem,Joseph Seiden,1939,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4997,['2025-06-11 19:30'],https://letterboxd.com/film/paradise-in-harlem/,,102.0
Cineteca Madrid,Ritmos algebraicos,Varios/as autores/as,,https://www.cinetecamadrid.com/programacion/ritmos-algebraicos,['2025-06-05 20:30'],,,
Cineteca Madrid,Romeo y Julieta de William Shakespeare,Baz Luhrmann,1996,https://www.cinetecamadrid.com/programacion/romeo-y-julieta-de-william-shakespeare,['2025-06-17 20:00'],,,
Cineteca Madrid,"Seminario 1. El videoclip como lenguaje: orígenes, formas y mutaciones (de los inicios a los años 80)",,,https://www.cinetecamadrid.com/programacion/seminario-1-el-videoclip-como-lenguaje-origenes-formas-y-mutaciones-de-los-inicios-los,['2025-06-05 18:00'],,,
Cineteca Madrid,"Seminario 2. Del videoclip al cine contemporáneo: autores, herencias y contagios",,,https://www.cinetecamadrid.com/programacion/seminario-2-del-videoclip-al-cine-contemporaneo-autores-herencias-y-contagios,['2025-06-17 18:30'],,,
Cineteca Madrid,Seminario con Bertrand Bonello,,,https://www.cinetecamadrid.com/programacion/seminario-con-bertrand-bonello,['2025-06-12 17:00'],,,
Cine doré,Si te hubieses casado conmigo,Viktor Tourjansky,1948,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5019,['2025-06-20 19:30'],https://letterboxd.com/film/si-te-hubieses-casado-conmigo/,,16.0
Cine doré,Si te hubieses casado conmigo,Viktor Tourjansky,1948,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4996,['2025-06-07 19:30'],https://letterboxd.com/film/si-te-hubieses-casado-conmigo/,,16.0
Cineteca Madrid,Sinestesias,Varios/as autores/as,,https://www.cinetecamadrid.com/programacion/sinestesias-0,['2025-06-20 20:30'],https://letterboxd.com/film/synesthesia-2017-1/,,28.0
Cineteca Madrid,Solo cuando tú eres mágica (Sesión 2),Varios/as autores/as,,https://www.cinetecamadrid.com/programacion/solo-cuando-tu-eres-magica-sesion-2,['2025-06-25 19:30'],,,
Cine doré,Swing!,Oscar Micheaux,1938,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5040,['2025-06-29 17:30'],https://letterboxd.com/film/swing-1938/,,214.0
Cine doré,Swing!,Oscar Micheaux,1938,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4986,['2025-06-06 17:30'],https://letterboxd.com/film/swing-1938/,,214.0
Cine doré,The Shipwrecked Triptych,Deniz Eroglu,2025,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5001,['2025-06-12 20:00'],https://letterboxd.com/film/the-shipwrecked-triptych/,,99.0
Cine doré,The amazing Dr.Clitterhouse,Anatole Litvak,1998,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5027,['2025-06-24 20:30'],,,
Cine doré,The amazing Dr.Clitterhouse,Anatole Litvak,1998,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4999,['2025-06-12 17:30'],,,
Cine doré,Twin Peaks. A Limited Event Series: Capítulo 8,David Lynch,2017,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=5023,['2025-06-21 20:30'],,,
Cineteca Madrid,¿Qué puedo hacer yo para mejorar esto?,,,https://www.cinetecamadrid.com/programacion/que-puedo-hacer-yo-para-mejorar-esto,['2025-06-10 18:00'],,,
