theater,title,director,year,theater_film_link,dates,letterboxd_url,letterboxd_rating,letterboxd_viewers
Cine doré,Pozegnania,Wojciech Has,1958,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4879,['2025-04-30 20:30'],https://letterboxd.com/film/farewells/,3.6,789.0
Cine doré,The Front Page,Billy Wilder,1974,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4898,['2025-04-23 17:30'],https://letterboxd.com/film/the-front-page-1974/,3.6,16000.0
Cineteca Madrid,Vermiglio,Maura Delpero,2024,https://www.cinetecamadrid.com/programacion/vermiglio,"['2025-04-28 18:00', '2025-04-30 19:30', '2025-04-01 19:00']",https://letterboxd.com/film/vermiglio/,3.6,23000.0
Cine doré,The Dawn Patrol,Howard Hawks,1930,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4888,['2025-04-13 17:30'],https://letterboxd.com/film/the-dawn-patrol-1930/,3.6,1800.0
Cine doré,The Dawn Patrol,Howard Hawks,1930,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4895,['2025-04-19 20:30'],https://letterboxd.com/film/the-dawn-patrol-1930/,3.6,1800.0
Cineteca Madrid,Los clowns,Federico Fellini,1970,https://www.cinetecamadrid.com/programacion/los-clowns,['2025-04-19 19:00'],https://letterboxd.com/film/the-clowns/,3.6,7200.0
Cineteca Madrid,Misericordia,Alain Guiraudie,2024,https://www.cinetecamadrid.com/programacion/misericordia,"['2025-04-11 18:00', '2025-04-12 20:30', '2025-04-15 19:30']",https://letterboxd.com/film/misericordia-2024/,3.6,22000.0
Cineteca Madrid,Sleepy Hollow,Tim Burton,1999,https://www.cinetecamadrid.com/programacion/sleepy-hollow,['2025-04-13 12:00'],https://letterboxd.com/film/sleepy-hollow/,3.5,581000.0
Cine doré,One Room Tenants,Wojciech Has,1960,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4897,['2025-04-22 17:30'],https://letterboxd.com/film/one-room-tenants/,3.5,313.0
Cineteca Madrid,El asado de Satán,Rainer Werner Fassbinder,1976,https://www.cinetecamadrid.com/programacion/el-asado-de-satan,['2025-04-08 20:00'],https://letterboxd.com/film/satans-brew/,3.5,3900.0
Cineteca Madrid,Frankenweenie,Tim Burton,2012,https://www.cinetecamadrid.com/programacion/frankenweenie-0,['2025-04-06 12:00'],https://letterboxd.com/film/frankenweenie-2012/,3.5,523000.0
Cine doré,One Room Tenants,Wojciech Has,1960,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4889,['2025-04-13 20:00'],https://letterboxd.com/film/one-room-tenants/,3.5,313.0
Cineteca Madrid,El sol del futuro,Nanni Moretti,2023,https://www.cinetecamadrid.com/programacion/el-sol-del-futuro,['2025-04-18 20:00'],https://letterboxd.com/film/a-brighter-tomorrow-2023/,3.5,29000.0
Cine doré,The Great McGinty,Preston Sturges,1940,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4862,['2025-04-03 20:30'],https://letterboxd.com/film/the-great-mcginty/,3.5,7500.0
Cineteca Madrid,Onirica: Field of Dogs,Lech Majewski,2014,https://www.cinetecamadrid.com/programacion/onirica-field-dogs,['2025-04-30 20:30'],https://letterboxd.com/film/field-of-dogs/,3.5,463.0
Cine doré,Goodbye To The Past,Wosciech Has,1961,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4891,['2025-04-16 19:30'],https://letterboxd.com/film/goodbye-to-the-past/,3.4,312.0
Cine doré,Soigne ta droitte,Jean-Luc Godard,1987,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4872,['2025-04-08 20:30'],https://letterboxd.com/film/keep-your-right-up/,3.4,2300.0
Cineteca Madrid,Katzelmacher,Rainer Werner Fassbinder,1969,https://www.cinetecamadrid.com/programacion/katzelmacher,['2025-04-02 20:00'],https://letterboxd.com/film/katzelmacher/,3.4,6100.0
Cine doré,Soigne ta droitte,Jean-Luc Godard,1987,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4901,['2025-04-24 19:00'],https://letterboxd.com/film/keep-your-right-up/,3.4,2300.0
Cine doré,Goodbye To The Past,Wosciech Has,1961,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4903,['2025-04-25 17:30'],https://letterboxd.com/film/goodbye-to-the-past/,3.4,312.0
Cineteca Madrid,Vida en pausa,Alexandros Avranas,2024,https://www.cinetecamadrid.com/programacion/vida-en-pausa,"['2025-04-05 20:30', '2025-04-06 20:00', '2025-04-10 19:00', '2025-04-11 19:30']",https://letterboxd.com/film/quiet-life-2024-1/,3.3,1500.0
Cineteca Madrid,Sombras y niebla,Woody Allen,1991,https://www.cinetecamadrid.com/programacion/sombras-y-niebla,['2025-04-17 20:00'],https://letterboxd.com/film/shadows-and-fog/,3.3,20000.0
Cineteca Madrid,El amor es más frío que la muerte,Rainer Werner Fassbinder,1969,https://www.cinetecamadrid.com/programacion/el-amor-es-mas-frio-que-la-muerte,['2025-04-01 20:00'],https://letterboxd.com/film/love-is-colder-than-death/,3.3,9300.0
Cine doré,The Sin of Harold Diddlebock,Preston Sturges,1947,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4909,['2025-04-30 19:00'],https://letterboxd.com/film/the-sin-of-harold-diddlebock/,3.2,1400.0
Cine doré,The Great Moment,Preston Sturges,1944,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4870,"['2025-04-06 20:30', '2025-04-25 21:00']",https://letterboxd.com/film/the-great-moment/,3.2,1100.0
Cine doré,Latin Lover,Cristina Comencini,2015,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4892,['2025-04-16 20:30'],https://letterboxd.com/film/latin-lover/,3.2,615.0
Cine doré,The Beautiful Blonde From Bashful Bend,Preston Sturges,1949,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4873,"['2025-04-09 17:30', '2025-04-22 20:30']",https://letterboxd.com/film/the-beautiful-blonde-from-bashful-bend/,3.2,1200.0
Cineteca Madrid,Daniela Forever,Nacho Vigalondo,2024,https://www.cinetecamadrid.com/programacion/daniela-forever,"['2025-04-28 18:00', '2025-04-29 20:00', '2025-04-30 18:00', '2025-04-02 18:00']",https://letterboxd.com/film/daniela-forever/,3.1,1900.0
Cineteca Madrid,Métamorphoses,Christophe Honoré,2014,https://www.cinetecamadrid.com/programacion/metamorphoses,['2025-04-02 20:30'],https://letterboxd.com/film/metamorphoses-2014/,3.1,1400.0
Cineteca Madrid,The Birthday 4K,Eugenio Mira,2004,https://www.cinetecamadrid.com/programacion/birthday-4k,"['2025-04-11 20:30', '2025-04-12 20:00', '2025-04-13 18:00']",https://letterboxd.com/film/the-birthday/,3.1,2400.0
Cineteca Madrid,Dumbo,Tim Burton,2019,https://www.cinetecamadrid.com/programacion/dumbo,['2025-04-20 12:00'],https://letterboxd.com/film/dumbo-2019/,2.6,232000.0
Cineteca Madrid,"Ana Esteve, Cielo azul artificial",Ana Esteve,,https://www.cinetecamadrid.com/programacion/ana-esteve-cielo-azul-artificial,['2025-04-02 19:30'],,,
Cine doré,Angelina o el honor de un brigadier,Louis King y Miguel de Zárraga,1935,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4871,['2025-04-08 17:30'],https://letterboxd.com/film/angelina-o-el-honor-de-un-brigadier/,,11.0
Cineteca Madrid,Bajo una lluvia ajena,Marta Hincapié Uribe,2024,https://www.cinetecamadrid.com/programacion/bajo-una-lluvia-ajena,"['2025-04-25 20:00', '2025-04-27 20:30', '2025-04-29 19:30']",https://letterboxd.com/film/bajo-una-lluvia-ajena/,,132.0
Cine doré,Barbed Wire,"Wire, Rowland V. Lee",1927,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4874,['2025-04-09 19:00'],https://letterboxd.com/film/barbed-wire-1927/,,200.0
Cineteca Madrid,Capítulo XX: Veinte años de IN-SONORA (y de artistas convocados en Madrid),,,https://www.cinetecamadrid.com/programacion/capitulo-xx-veinte-anos-de-sonora-y-de-artistas-convocados-en-madrid,['2025-04-09 19:00'],,,
Cineteca Madrid,"Caroline Avery: Filmar con las manos, pintar con los ojos",Caroline Avery,,https://www.cinetecamadrid.com/programacion/caroline-avery-filmar-con-las-manos-pintar-con-los-ojos,['2025-04-22 19:00'],,,
Cineteca Madrid,Chaplin. Espíritu gitano,Carmen Chaplin,2024,https://www.cinetecamadrid.com/programacion/chaplin-espiritu-gitano,['2025-04-08 19:30'],,,
Cineteca Madrid,Cien libros juntas,Marga Melià,2024,https://www.cinetecamadrid.com/programacion/cien-libros-juntas,"['2025-04-22 20:00', '2025-04-23 19:30', '2025-04-24 20:30']",,,
Cineteca Madrid,Código Marcos,"Patricia Pérez Fernández, Linea Cid Navia",2024,https://www.cinetecamadrid.com/programacion/codigo-marcos,['2025-04-04 20:00'],,,
Cine doré,El puente,Juan Antonio Bardem,1977,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4869,['2025-04-06 17:30'],https://letterboxd.com/film/foul-play-1977/,,229.0
Cineteca Madrid,El retablo de las maravillas. Apuntes para una película sobre el Quijote,Guillermo G. Peydró,2021,https://www.cinetecamadrid.com/programacion/el-retablo-de-las-maravillas-apuntes-para-una-pelicula-sobre-el-quijote-0,['2025-04-29 20:30'],,,
Cineteca Madrid,Eugenio Mira: In the name of LOL,,,https://www.cinetecamadrid.com/programacion/eugenio-mira-name-lol,['2025-04-10 20:00'],,,
Cineteca Madrid,Gran redada gitana,Pilar Távora,2025,https://www.cinetecamadrid.com/programacion/gran-redada-gitana,['2025-04-09 19:30'],,,
Cineteca Madrid,"Inés, hermana mía",Carole Fierz,1996,https://www.cinetecamadrid.com/programacion/ines-hermana-mia,['2025-04-23 20:00'],,,
Cineteca Madrid,Itoiz Udako Sesioak,"Larraitz Zuazo, Zuri Goikoetxea, Ainhoa Andraka",2024,https://www.cinetecamadrid.com/programacion/itoiz-udako-sesioak,"['2025-04-25 20:30', '2025-04-26 18:30', '2025-04-27 19:00']",https://letterboxd.com/film/itoiz-summer-sessions/,,128.0
Cineteca Madrid,La noche del ejecutor,Jacinto Molina,1993,https://www.cinetecamadrid.com/programacion/la-noche-del-ejecutor,['2025-04-04 20:00'],,,
Cine doré,La reina anónima,Gonzalo Suárez,1992,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4881,['2025-04-11 17:30'],https://letterboxd.com/film/la-reina-anonima/,,61.0
Cineteca Madrid,Llámame Paul,Víctor Matellano,2024,https://www.cinetecamadrid.com/programacion/llamame-paul,"['2025-04-04 18:00', '2025-04-05 18:00', '2025-04-06 20:30']",https://letterboxd.com/film/call-me-paul/,,27.0
Cine doré,L´idiot,Pierre Léon,2008,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4899,['2025-04-23 20:00'],https://letterboxd.com/film/the-idiot-2008/,,271.0
Cine doré,Maldoror: Cineasta de la negritud,,,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4886,['2025-04-12 19:30'],,,
Cineteca Madrid,Melancólico Google Maps de los dosmiles,Varios/as autores/as,,https://www.cinetecamadrid.com/programacion/melancolico-google-maps-de-los-dosmiles,['2025-04-12 19:00'],,,
Cineteca Madrid,Mi hermano Ali,Paula Palacios,2024,https://www.cinetecamadrid.com/programacion/mi-hermano-ali,"['2025-04-28 20:30', '2025-04-29 18:30', '2025-04-03 19:00']",https://letterboxd.com/film/my-brother-ali/,,271.0
Cine doré,Numax presenta…,Joaquim Jordá,1980,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4907,['2025-04-29 20:00'],https://letterboxd.com/film/numax-presenta/,,108.0
Cine doré,Okrania,Boris Barnet,1933,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4900,['2025-04-24 17:30'],,,
Cine doré,Pepita Jiménez,Emilio Fernández,1946,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4856,['2025-04-01 17:30'],https://letterboxd.com/film/pepita-jimenez/,,27.0
Cineteca Madrid,Presentación de Cortometrajes ganadores de CIMA10 - III Edición,Varios/as directores/as,,https://www.cinetecamadrid.com/programacion/presentacion-de-cortometrajes-ganadores-de-cima10-iii-edicion,['2025-04-04 17:00'],,,
Cineteca Madrid,Romnia: matar el mito de Carmen,Varios/as autores/as,,https://www.cinetecamadrid.com/programacion/romnia-matar-el-mito-de-carmen,['2025-04-10 19:30'],,,
Cineteca Madrid,Réplica,Pello Gutiérrez,2024,https://www.cinetecamadrid.com/programacion/replica,"['2025-04-15 20:00', '2025-04-16 20:30', '2025-04-17 19:30']",https://letterboxd.com/film/replica-2024/,,23.0
Cineteca Madrid,Saló o los 120 días de Sodoma,Pier Paolo Pasolini,1976,https://www.cinetecamadrid.com/programacion/salo-o-los-120-dias-de-sodoma-0,['2025-04-13 19:00'],,,
Cine doré,Santa Sesión,,,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4904,['2025-04-25 19:30'],https://letterboxd.com/film/sakanaquarium-2019-834194-61ch-sound-around-arena-session-live-at-portmesse-nagoya-20190614/,,7.0
Cine doré,Sesión 1. Los largos 60’s,,,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4859,['2025-04-02 19:30'],,,
Cine doré,Sesión 2. Materialidad sensorial,,,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4861,['2025-04-03 19:30'],,,
Cine doré,Sesión 3. Volviendo a Kristinehamn,,,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4884,['2025-04-04 19:30'],,,
Cine doré,Sesión 4. Hacia la imagen,,,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4866,['2025-04-05 19:30'],,,
Cine doré,Trilogía ‘Carnaval’,,,https://entradasfilmoteca.gob.es/FichaPelicula.aspx?id=1&idPelicula=4894,['2025-04-19 19:30'],,,
Cineteca Madrid,Un hombre libre,Laura Hojman,2024,https://www.cinetecamadrid.com/programacion/un-hombre-libre-1,"['2025-04-23 20:30', '2025-04-25 18:30', '2025-04-26 20:00', '2025-04-30 19:30']",https://letterboxd.com/film/a-free-man-2024/,,83.0
Cineteca Madrid,¡Caigan las rosas blancas!,Albertina Carri,2025,https://www.cinetecamadrid.com/programacion/caigan-las-rosas-blancas,"['2025-04-16 20:00', '2025-04-17 20:30', '2025-04-22 19:30']",https://letterboxd.com/film/white-roses-fall/,,264.0
